Endpoint,Gene,HR,Lower CI,CI Width,Upper CI,SE,Statistic,P-value,FDR,Global ZPH P-value,Global ZPH ChiSq,Gene ZPH P-value
DSS,NDUFA4L2,0.931823314,0.658424294,0.660322137,1.318746431,0.177193905,-0.39850163,0.690260457,0.999506409,0.299484123,3.669095101,0.206112642
DSS,NDUFA6,0.774271584,0.53959051,0.57143067,1.11102118,0.184244282,-1.388551006,0.164969324,0.999506409,0.65858426,1.603553923,0.655574009
DSS,NDUFA7,0.871232081,0.636631557,0.555652001,1.192283558,0.160062793,-0.861205044,0.389125123,0.999506409,0.56472613,2.037178529,0.296357941
DSS,NDUFB1,0.902234291,0.625846992,0.674833091,1.300680083,0.186619916,-0.55128653,0.581437271,0.999506409,0.529274222,2.21360175,0.993387632
DSS,NDUFB10,0.85068002,0.615588679,0.559963312,1.175551991,0.165032136,-0.979925667,0.327122812,0.999506409,0.417262766,2.838121867,0.454981385
DSS,NDUFB11,0.763355323,0.537062818,0.547933814,1.084996632,0.179395412,-1.505231716,0.132264514,0.999506409,0.668278689,1.560939069,0.287415568
DSS,NDUFB4,0.915850932,0.658585198,0.615028196,1.273613394,0.168247846,-0.522453439,0.601354657,0.999506409,0.19213467,4.736571262,0.231522687
DSS,NDUFB7,1.165916633,0.856537138,0.730506242,1.58704338,0.157332069,0.975691654,0.329217289,0.999506409,0.544141071,2.138611017,0.586192632
DSS,NDUFB8,0.538259512,0.363922468,0.432190243,0.796112711,0.199697529,-3.101763323,0.001923717,0.999506409,0.742152493,1.245336638,0.717193708
DSS,NDUFS7,1.034334225,0.770799838,0.617170472,1.38797031,0.150045876,0.224984252,0.821991526,0.999506409,0.442103504,2.688978673,0.235661285
DSS,NDUFS8,0.797268944,0.59156127,0.482947493,1.074508763,0.152261372,-1.487988776,0.136753854,0.999506409,0.671148512,1.548386919,0.938893686
DSS,NECTIN1,0.914283796,0.656542229,0.616665834,1.273208063,0.16895923,-0.530389825,0.595841679,0.999506409,0.556195108,2.078890703,0.821333719
DSS,NECTIN2,0.845488397,0.619318338,0.534935596,1.154253935,0.158826911,-1.056753123,0.290624273,0.999506409,0.639480089,1.688560309,0.740701616
DSS,NEFL,0.895585508,0.642448799,0.606013965,1.248462764,0.169488105,-0.650650826,0.515271913,0.999506409,0.627839089,1.741082865,0.747959656
DSS,NEIL1,0.961487317,0.679843046,0.679967672,1.359810718,0.176849891,-0.222074804,0.824255652,0.999506409,0.446458948,2.663539661,0.572148976
DSS,NEUROD1,0.97101568,0.696044936,0.658567964,1.354612901,0.169864547,-0.17315363,0.862530671,0.999506409,0.600313411,1.867705585,0.74609084
DSS,NF1,0.906188213,0.635209681,0.657555686,1.292765368,0.181274695,-0.543419776,0.586840813,0.999506409,0.652652776,1.629796134,0.892503217
DSS,NF2,1.180520596,0.859132583,0.763002237,1.62213482,0.162139483,1.023535548,0.306054701,0.999506409,0.580156367,1.962834012,0.558056533
DSS,NFAM1,1.062137478,0.755501716,0.737725893,1.493227609,0.173807577,0.346839689,0.728711758,0.999506409,0.642723,1.674029423,0.709780897
DSS,NFATC1,1.18754172,0.819703154,0.900743241,1.720446395,0.189135312,0.908795859,0.363457893,0.999506409,0.555946847,2.080111314,0.678517598
DSS,NFATC2,0.90373927,0.666107096,0.56003908,1.226146176,0.155661247,-0.650222068,0.515548788,0.999506409,0.349197952,3.288847012,0.235569467
DSS,NFATC3,0.901630032,0.664822717,0.557964493,1.22278721,0.155453805,-0.666120763,0.505333914,0.999506409,0.333440176,3.403909946,0.259547375
DSS,NFATC4,0.83613905,0.610513609,0.53463451,1.14514812,0.160459246,-1.115300966,0.264721472,0.999506409,0.39821278,2.957574074,0.187437342
DSS,NFE2L2,1.01902727,0.755612062,0.618660041,1.374272103,0.152592444,0.123521946,0.901693797,0.999506409,0.574506839,1.989894248,0.750005312
DSS,NFIL3,0.9713454,0.658951251,0.772887426,1.431838677,0.197979436,-0.146849381,0.883250906,0.999506409,0.447370437,2.658241406,0.890053866
DSS,NFKB1,0.971454583,0.686436136,0.688380773,1.374816909,0.177187606,-0.163446877,0.870166597,0.999506409,0.253619106,4.073661355,0.325503408
DSS,NFKB2,0.801282713,0.569932608,0.556611087,1.126543695,0.173827537,-1.274489919,0.202489843,0.999506409,0.541864015,2.149999094,0.403914205
DSS,NFKBIA,0.99384612,0.741821091,0.589672608,1.331493699,0.149224318,-0.041366539,0.967003688,0.999506409,0.486384357,2.439172359,0.368233506
DSS,NFKBIE,0.927176736,0.62858411,0.739023957,1.367608067,0.198306886,-0.381283166,0.702993143,0.999506409,0.358323192,3.224266463,0.537405695
DSS,NFKBIZ,1.092522354,0.744245707,0.859532564,1.603778271,0.19585725,0.451804101,0.651410115,0.999506409,0.491668647,2.41057758,0.185028516
DSS,NGF,0.995549356,0.691258625,0.742529662,1.433788288,0.186116007,-0.02396665,0.98087921,0.999506409,0.542398982,2.147320485,0.325272329
DSS,NGFR,1.073710144,0.746920239,0.796555777,1.543476015,0.185165112,0.38409004,0.700911713,0.999506409,0.641240813,1.680665524,0.590780288
DSS,NID2,0.82559704,0.603258459,0.526622874,1.129881333,0.160085126,-1.197165995,0.231241861,0.999506409,0.182546029,4.857345607,0.091606709
DSS,NKD1,1.109769672,0.741117667,0.920681504,1.661799171,0.205997848,0.505599899,0.613137552,0.999506409,0.501132924,2.35995282,0.838806812
DSS,NKG7,0.838594293,0.581848653,0.626782464,1.208631117,0.186491519,-0.943894128,0.345223753,0.999506409,0.614617887,1.801457188,0.874743391
DSS,NKX2.1,1.03492098,0.777021244,0.601398515,1.378419758,0.146233638,0.234727635,0.814420137,0.999506409,0.63397245,1.713338387,0.850879936
DSS,NKX2.5,0.845819361,0.610575489,0.561123023,1.171698512,0.166280545,-1.007029799,0.313920454,0.999506409,0.599605322,1.871011239,0.642397823
DSS,NKX3.1,1.091334501,0.76380722,0.795501153,1.559308373,0.182065137,0.480054896,0.631188359,0.999506409,0.556276936,2.078488474,0.391850552
DSS,NLRC5,0.908334077,0.648526016,0.623698653,1.272224669,0.171896076,-0.559309113,0.575950777,0.999506409,0.370219714,3.142175401,0.21107044
DSS,NLRP3,0.810740394,0.561336857,0.609617763,1.17095462,0.187568096,-1.118566464,0.263325137,0.999506409,0.453905483,2.620508487,0.679903501
DSS,NOD1,0.913593311,0.675054919,0.561367058,1.236421977,0.154386239,-0.585348556,0.558313372,0.999506409,0.396411868,2.969113211,0.197903939
DSS,NOD2,0.868486606,0.610165129,0.626006769,1.236171897,0.180116851,-0.782842442,0.433719641,0.999506409,0.619261603,1.780161036,0.503634454
DSS,NOG,0.895026382,0.637984888,0.617643951,1.255628838,0.172726948,-0.642065906,0.520830392,0.999506409,0.611726247,1.814769343,0.454059075
DSS,NOS1,0.879143321,0.630851889,0.594305698,1.225157588,0.169328021,-0.760697157,0.446837974,0.999506409,0.617832116,1.786706032,0.823755283
DSS,NOS2,0.871861945,0.598489283,0.671614078,1.270103361,0.191953768,-0.714360491,0.475004296,0.999506409,0.604340165,1.848954971,0.442714837
DSS,NOS3,0.936763137,0.630250078,0.762094334,1.392344412,0.202204619,-0.323062932,0.746647582,0.999506409,0.6297891,1.732244314,0.734050923
DSS,NOTCH1,1.134824468,0.842333061,0.686547416,1.528880477,0.152073084,0.831692114,0.405582753,0.999506409,0.191379921,4.745871425,0.118712011
DSS,NOTCH2,0.999566176,0.74538246,0.595046907,1.340429367,0.149708825,-0.002898416,0.997687402,0.999506409,0.635893622,1.704680919,0.590273708
DSS,NOTCH3,0.955536831,0.709077922,0.578581173,1.287659095,0.152200697,-0.298828917,0.765070586,0.999506409,0.047154732,7.945351428,0.014747139
DSS,NPM1,1.27529432,0.886670867,0.94757864,1.834249508,0.185441376,1.311341598,0.18974238,0.999506409,0.623771098,1.759575122,0.797102413
DSS,NPM2,0.956786129,0.689974551,0.636798581,1.326773132,0.166801622,-0.264837913,0.791134329,0.999506409,0.590747357,1.912581975,0.756039652
DSS,NR3C1,0.986171741,0.696397298,0.7001255,1.396522797,0.177508461,-0.078445614,0.937473591,0.999506409,0.069435288,7.078567111,0.034770448
DSS,NR4A1,1.164310027,0.86211616,0.710314451,1.57243061,0.153316042,0.99225533,0.321072988,0.999506409,0.601399025,1.862642408,0.906310468
DSS,NR4A3,0.96022115,0.654259007,0.755006508,1.409265516,0.195748655,-0.207366207,0.835723872,0.999506409,0.555317042,2.083209573,0.938576933
DSS,NRAS,0.795480688,0.577580829,0.518005264,1.095586094,0.163318396,-1.40099777,0.16121474,0.999506409,0.332267875,3.412658991,0.12810258
DSS,NRDE2,1.313992733,0.965804038,0.821905305,1.787709343,0.15707672,1.738452328,0.082131143,0.999506409,0.506431533,2.331930245,0.873786767
DSS,NRP1,0.846321027,0.618145646,0.540576875,1.158722521,0.160296134,-1.040926703,0.297909567,0.999506409,0.102317597,6.199048897,0.020983569
DSS,NSD1,0.829677205,0.6212199,0.486864798,1.108084698,0.147631075,-1.264764636,0.205955712,0.999506409,0.621623323,1.769368254,0.752595442
DSS,NSD2,1.048063813,0.770199715,0.65597292,1.426172635,0.157171206,0.298683683,0.765181408,0.999506409,0.499073805,2.370904049,0.345799169
DSS,NSD3,1.269373662,0.941461519,0.770036467,1.711497987,0.152474946,1.56434618,0.117736292,0.999506409,0.674172801,1.535189272,0.77090445
DSS,NT5E,0.886241448,0.640228718,0.586557712,1.22678643,0.165903019,-0.727930398,0.466656194,0.999506409,0.629323504,1.734353151,0.600392382
DSS,NTF3,0.915428473,0.644958081,0.654365572,1.299323653,0.178680277,-0.494531616,0.620930784,0.999506409,0.626737667,1.74608248,0.626594261
DSS,NTHL1,0.846441712,0.614788479,0.550593755,1.165382235,0.163147421,-1.021860697,0.306846837,0.999506409,0.636450783,1.702173057,0.803750657
DSS,NTRK1,0.973545125,0.686987807,0.692643824,1.379631631,0.177874509,-0.150730436,0.880188363,0.999506409,0.619002733,1.781345592,0.622122312
DSS,NTRK2,0.906793858,0.640827427,0.642318499,1.283145925,0.177123127,-0.552384858,0.580684703,0.999506409,0.621329146,1.770711226,0.984201493
DSS,NUF2,0.963397153,0.712570064,0.589946168,1.302516232,0.153873999,-0.242338147,0.808518157,0.999506409,0.256657588,4.044888627,0.073504487
DSS,NUMBL,1.063829864,0.784072797,0.659331418,1.443404215,0.155680864,0.39745075,0.691035097,0.999506409,0.323919244,3.47576274,0.123517013
DSS,NUP107,1.285654326,0.87695871,1.0078587,1.884817411,0.195188872,1.287305925,0.197987679,0.999506409,0.384678843,3.045395891,0.222048874
DSS,NUPR1,1.147736491,0.821872946,0.780928384,1.602801331,0.170391496,0.808677292,0.418700793,0.999506409,0.65718812,1.609718979,0.896961697
DSS,OAS1,1.014718959,0.717458807,0.717682214,1.435141022,0.176866225,0.08261434,0.934158199,0.999506409,0.392653226,2.993339555,0.162932736
DSS,OAS2,0.996866285,0.714055951,0.677631059,1.39168701,0.170235435,-0.018437024,0.985290216,0.999506409,0.55574813,2.081088613,0.412181437
DSS,OAS3,0.848579497,0.598040799,0.606036187,1.204076986,0.178526134,-0.919705721,0.357726562,0.999506409,0.182479166,4.858208406,0.091484662
DSS,OASL,1.001531625,0.716853814,0.682407204,1.399261018,0.17062242,0.008969828,0.992843209,0.999506409,0.636232743,1.703154335,0.66253148
DSS,OAT,0.821172582,0.538116375,0.715003659,1.253120034,0.215646029,-0.91363603,0.360908127,0.999506409,0.524958622,2.235660192,0.480406108
DSS,OAZ1,1.109945007,0.770148358,0.829514752,1.59966311,0.186474131,0.559383065,0.575900317,0.999506409,0.499841182,2.366818778,0.336912297
DSS,OLFML2B,0.947032572,0.694755061,0.596161325,1.290916385,0.158050932,-0.344330724,0.730597581,0.999506409,0.629540521,1.733370094,0.82382382
DSS,OPN3,0.852260151,0.59299621,0.6318807,1.224876909,0.185056367,-0.86386359,0.38766283,0.999506409,0.528151764,2.219326134,0.557512761
DSS,ORC6,0.971800162,0.705171655,0.634070426,1.339242081,0.163630013,-0.17481567,0.861224475,0.999506409,0.640059989,1.685958735,0.697535035
DSS,OSM,0.922712359,0.645041699,0.67487002,1.319911718,0.182657736,-0.440374069,0.659666203,0.999506409,0.623165637,1.762333717,0.791976102
DSS,OTC,0.876337932,0.602845454,0.671060098,1.273905553,0.190866219,-0.69160219,0.489187186,0.999506409,0.475886961,2.496704432,0.788759737
DSS,OTOA,0.887906891,0.621067468,0.648325452,1.26939292,0.182364149,-0.651928544,0.51444727,0.999506409,0.553915688,2.090112364,0.832282949
DSS,P2RY13,0.785449048,0.541485734,0.59784291,1.139328644,0.189768216,-1.272603465,0.203158789,0.999506409,0.627108497,1.7443986,0.447040995
DSS,P4HA1,1.017693991,0.792939178,0.513215302,1.30615448,0.127322765,0.137754428,0.890434502,0.999506409,0.623976427,1.758639976,0.646116093
DSS,P4HA2,0.960244881,0.712185734,0.582518987,1.294704721,0.152477086,-0.266052712,0.790198613,0.999506409,0.558446462,2.067839201,0.466617496
DSS,PAK3,0.882422365,0.628336517,0.610918578,1.239255095,0.173265906,-0.721921981,0.470342446,0.999506409,0.655607011,1.616709521,0.992597587
DSS,PAK5,1.098855705,0.777889805,0.774365865,1.55225567,0.176248021,0.534867679,0.59274136,0.999506409,0.500042281,2.365748989,0.778703258
DSS,PALMD,0.90485627,0.636733758,0.649148856,1.285882614,0.179301513,-0.557603583,0.577115109,0.999506409,0.568164848,2.020489955,0.873508405
DSS,PARP12,0.833412117,0.571501832,0.643849926,1.215351758,0.192483419,-0.946715422,0.34378381,0.999506409,0.543933116,2.139649609,0.703234029
DSS,PARP4,0.895768368,0.661457433,0.551622848,1.213080281,0.154715205,-0.711458308,0.476800278,0.999506409,0.215734539,4.461673142,0.086145249
DSS,PARP9,1.006480566,0.676531009,0.820818136,1.497349146,0.202675485,0.031871921,0.974574191,0.999506409,0.302413537,3.645192932,0.169679751
DSS,PASD1,0.928889735,0.645882223,0.690020992,1.335903216,0.185397728,-0.397875641,0.690721857,0.999506409,0.546242568,2.128131497,0.872236573
DSS,PAX3,0.789902756,0.556598772,0.564399684,1.120998456,0.178607976,-1.320464176,0.186680089,0.999506409,0.606124374,1.840672578,0.83161992
DSS,PAX5,1.117914929,0.796422364,0.772762337,1.569184701,0.173008743,0.644275414,0.519396856,0.999506409,0.461325459,2.578192824,0.605211284
DSS,PAX8,0.906056603,0.635806233,0.655371054,1.291177288,0.180721651,-0.545886443,0.585143998,0.999506409,0.468335241,2.538713808,0.76697847
DSS,PBK,0.860893138,0.646901402,0.498770862,1.145672265,0.145807012,-1.027281847,0.304287768,0.999506409,0.647711956,1.651757314,0.726207484
DSS,PBRM1,0.912557565,0.681756761,0.539736532,1.221493292,0.148767137,-0.61508282,0.538500027,0.999506409,0.092076378,6.439571097,0.042318611
DSS,PBX1,0.96557748,0.683438747,0.680750618,1.364189365,0.176324318,-0.198661942,0.842527197,0.999506409,0.45922947,2.590090438,0.651956316
DSS,PBX3,0.987698223,0.719675467,0.635862999,1.355538466,0.161521763,-0.076634072,0.938914653,0.999506409,0.586203005,1.934069232,0.985393577
DSS,PC,0.809170954,0.586413237,0.530133238,1.116546475,0.164281328,-1.288917441,0.19742679,0.999506409,0.622665082,1.764615587,0.960839872
DSS,PCK1,1.071578593,0.756893112,0.760204431,1.517097543,0.177383931,0.389735875,0.696731865,0.999506409,0.478881082,2.480194141,0.663990951
DSS,PCK2,0.987047688,0.713055208,0.65326696,1.366322169,0.165900756,-0.07858267,0.937364572,0.999506409,0.640865721,1.68234631,0.70100624
DSS,PCNA,1.001072137,0.725714469,0.65519423,1.380908698,0.164120463,0.00652912,0.994790553,0.999506409,0.32371966,3.477288766,0.099584438
DSS,PDCD1,1.035483279,0.72840938,0.743600246,1.472009627,0.179472842,0.194281504,0.845955467,0.999506409,0.606750652,1.837769081,0.898752118
DSS,PDCD1LG2,0.931676746,0.638820403,0.719967695,1.358788098,0.192535457,-0.367565353,0.713197353,0.999506409,0.268036818,3.939814742,0.40397491
DSS,PDGFA,0.770673712,0.568675769,0.475747086,1.044422855,0.155081746,-1.679696046,0.093016469,0.999506409,0.464340088,2.561156244,0.383148877
DSS,PDGFB,0.763549335,0.555293871,0.494614327,1.049908198,0.162492919,-1.660241816,0.096865815,0.999506409,0.425470357,2.788053165,0.311731771
DSS,PDGFC,0.912748958,0.651164049,0.62825342,1.279417469,0.172298713,-0.529861186,0.596208179,0.999506409,0.601957719,1.860039037,0.742427439
DSS,PDGFD,0.774229004,0.564248213,0.498104376,1.062352589,0.161417992,-1.58524818,0.112909958,0.999506409,0.685827448,1.48460747,0.751232738
DSS,PDGFRA,0.895505512,0.644342421,0.600228938,1.244571359,0.167940883,-0.657177098,0.51106705,0.999506409,0.616486685,1.792874801,0.973784939
DSS,PDGFRB,0.943051467,0.69812268,0.575788186,1.273910867,0.153434458,-0.382146364,0.702352803,0.999506409,0.157990539,5.196065089,0.088955079
DSS,PDK1,0.968625692,0.716938944,0.59173,1.308668943,0.153516888,-0.20764507,0.835506111,0.999506409,0.577016349,1.9778518,0.702847177
DSS,PDPN,0.770583957,0.562074558,0.494368268,1.056442826,0.160979543,-1.618880646,0.105472946,0.999506409,0.609180035,1.826524284,0.550607758
DSS,PDZK1IP1,1.012348934,0.713847299,0.721824398,1.435671698,0.178247925,0.068855263,0.945104829,0.999506409,0.577032887,1.97777256,0.841494172
DSS,PEBP1,0.859445711,0.636651162,0.523555515,1.160206677,0.153097599,-0.989353338,0.322490296,0.999506409,0.616968564,1.790664435,0.457462764
DSS,PECAM1,1.028663067,0.751101361,0.657693459,1.40879482,0.160449191,0.176130314,0.860191566,0.999506409,0.27167028,3.907115084,0.130202988
DSS,PF4,1.047144761,0.725462364,0.786004262,1.511466626,0.187255109,0.246012969,0.805672193,0.999506409,0.59340226,1.900079552,0.830539447
DSS,PFKFB3,0.909785624,0.644664942,0.639273157,1.2839381,0.175757454,-0.537936134,0.590621141,0.999506409,0.537611507,2.171360298,0.466029364
DSS,PFKM,0.880360565,0.622107655,0.623713253,1.245820908,0.1771555,-0.719276132,0.471970799,0.999506409,0.600828305,1.865303436,0.874796204
DSS,PGF,1.295060262,0.920648957,0.901088928,1.821737884,0.174102025,1.485090301,0.137519905,0.999506409,0.503423477,2.347811193,0.243878936
DSS,PGM2,0.854366087,0.613297575,0.576893679,1.190191254,0.169140616,-0.930560074,0.352081176,0.999506409,0.293623988,3.717543467,0.326838853
DSS,PGPEP1,0.87374077,0.61664414,0.621384219,1.238028359,0.177805119,-0.759098218,0.447793805,0.999506409,0.604137256,1.849897884,0.753516777
DSS,PGR,0.911154393,0.645447909,0.640794275,1.286242184,0.175905197,-0.528937864,0.596848554,0.999506409,0.55702251,2.074825455,0.813701783
DSS,PHF6,1.011869777,0.72689769,0.681664286,1.408561975,0.168763012,0.069919845,0.944257458,0.999506409,0.551870585,2.100208492,0.310994882
DSS,PHGDH,1.141865201,0.834278261,0.72857696,1.562855222,0.160131183,0.82846491,0.407407259,0.999506409,0.508396555,2.321594745,0.384168905
DSS,PIAS4,1.258709723,0.887187795,0.898623706,1.785811501,0.178465405,1.289253605,0.197309935,0.999506409,0.069993296,7.060530024,0.03638843
DSS,PIK3CA,0.833606209,0.599088441,0.560839316,1.159927757,0.168549977,-1.079763778,0.280247385,0.999506409,0.389046969,3.016768845,0.281061568
DSS,PIK3CB,1.026333317,0.74702897,0.663036931,1.410065901,0.162066181,0.160382407,0.872579848,0.999506409,0.024844033,9.36214615,0.014480283
DSS,PIK3CD,0.914096746,0.647891746,0.641787997,1.289679743,0.175621998,-0.511432879,0.609047977,0.999506409,0.626063805,1.749143931,0.971251376
DSS,PIK3CG,0.953018301,0.671020624,0.682505408,1.353526031,0.179000348,-0.268832843,0.788058319,0.999506409,0.528194791,2.219106535,0.839013567
DSS,PIK3R1,0.773943472,0.548295919,0.544158861,1.09245478,0.175862261,-1.457142883,0.145076943,0.999506409,0.629012487,1.735762379,0.574469243
DSS,PIK3R2,1.047609328,0.75313898,0.704075866,1.457214846,0.168378725,0.276226925,0.782373778,0.999506409,0.423205676,2.801787931,0.225831394
DSS,PIK3R3,1.045127335,0.75996429,0.677328434,1.437292725,0.162565519,0.271513477,0.785996135,0.999506409,0.552590957,2.096649166,0.488459837
DSS,PIK3R5,0.892940519,0.639425172,0.607542895,1.246968067,0.170385971,-0.664581171,0.506318416,0.999506409,0.506591987,2.331085154,0.846287098
DSS,PIM1,1.011584355,0.691946496,0.786929273,1.478875769,0.193760914,0.059443205,0.952599101,0.999506409,0.431214382,2.753485489,0.493770726
DSS,PIN1,1.027733098,0.754375816,0.64576891,1.400144727,0.157768259,0.173390398,0.862344572,0.999506409,0.639743504,1.687378393,0.861987537
DSS,PITX2,0.956123451,0.645459228,0.770853398,1.416312626,0.200475619,-0.223808969,0.822905951,0.999506409,0.160282548,5.162427176,0.21368589
DSS,PKM,0.821240486,0.586697783,0.562847955,1.149545738,0.171587922,-1.147745664,0.251073574,0.999506409,0.628813515,1.736664145,0.434784721
DSS,PKMYT1,1.16868583,0.841988068,0.780156736,1.622144804,0.167283345,0.93183153,0.351423597,0.999506409,0.623708455,1.759860457,0.965249113
DSS,PKP3,1.346606157,0.973373277,0.889579184,1.862952461,0.165602586,1.796997719,0.072335982,0.999506409,0.6382437,1.694111667,0.42982642
DSS,PLA2G10,0.888776965,0.628856408,0.62727215,1.256128558,0.176504966,-0.66802063,0.504120424,0.999506409,0.621696967,1.76903212,0.569490452
DSS,PLA2G1B,0.898310706,0.640455703,0.619525463,1.259981166,0.172623604,-0.621231805,0.534447116,0.999506409,0.619742224,1.777962592,0.983349732
DSS,PLA2G2A,1.054791852,0.737765162,0.770283616,1.508048779,0.182387619,0.292472984,0.769925013,0.999506409,0.530619181,2.206754451,0.754095621
DSS,PLA2G3,0.976228474,0.686957853,0.700350014,1.387307867,0.179301106,-0.134180028,0.893260218,0.999506409,0.634530913,1.710820152,0.632523716
DSS,PLA2G4C,0.951103249,0.662566831,0.702725466,1.365292297,0.184442775,-0.271806,0.785771191,0.999506409,0.558966579,2.065290523,0.347590334
DSS,PLA2G4F,0.954157431,0.674987643,0.673802091,1.348789734,0.176602376,-0.265718958,0.790455662,0.999506409,0.498826877,2.372219638,0.617566376
DSS,PLA2G5,0.871278218,0.616534294,0.614744712,1.231279006,0.176455998,-0.780896829,0.434863177,0.999506409,0.574516642,1.989847134,0.853634024
DSS,PLA2G6,1.117241337,0.774522199,0.837088425,1.611610625,0.186927676,0.593077268,0.553129443,0.999506409,0.301281195,3.654407534,0.17932996
DSS,PLAT,1.126227894,0.827360649,0.705694216,1.533054866,0.157343956,0.755503451,0.449946962,0.999506409,0.662013957,1.588439326,0.664447049
DSS,PLAU,0.90973038,0.671174054,0.561903058,1.233077112,0.155166,-0.609714818,0.542050737,0.999506409,0.552806645,2.095584109,0.369501733
DSS,PLAUR,0.865362782,0.621423727,0.58363606,1.205059787,0.16894986,-0.85591346,0.392045649,0.999506409,0.503431321,2.347769687,0.289166415
DSS,PLCB1,0.863759474,0.61281,0.604664307,1.217474306,0.175125365,-0.836320517,0.402974614,0.999506409,0.151746703,5.290090409,0.158491897
DSS,PLCB4,1.044139676,0.734282222,0.750470687,1.484752908,0.179623248,0.240465924,0.809969077,0.999506409,0.328467148,3.441212007,0.268040356
DSS,PLCE1,0.84472284,0.592892219,0.61062615,1.203518369,0.180613496,-0.934297323,0.350150545,0.999506409,0.528359415,2.218266465,0.300532151
DSS,PLCG2,0.896639207,0.631115615,0.642758535,1.27387415,0.179168848,-0.608932419,0.542569235,0.999506409,0.607199794,1.835687987,0.988481158
DSS,PLD1,0.81764384,0.58342888,0.562454489,1.145883368,0.172199226,-1.169159963,0.242339189,0.999506409,0.604748158,1.84705966,0.552997561
DSS,PLK1,0.867596099,0.628642418,0.568736201,1.197378619,0.164372245,-0.864069214,0.38754987,0.999506409,0.600891691,1.865007812,0.307362097
DSS,PLOD2,1.002884597,0.723455922,0.666784293,1.390240214,0.166633727,0.017286086,0.986208386,0.999506409,0.617617659,1.787688754,0.895862082
DSS,PMAIP1,1.314292826,0.935651225,0.910512801,1.846164026,0.173376268,1.576333078,0.114949062,0.999506409,0.560270091,2.058910391,0.390756718
DSS,PMEL,0.886945824,0.622631066,0.640834472,1.263465538,0.180528699,-0.6645557,0.506334712,0.999506409,0.60315578,1.854461651,0.966625697
DSS,PML,0.978919042,0.704723977,0.655074358,1.359798335,0.167677948,-0.127067004,0.898887367,0.999506409,0.59836514,1.876807065,0.892216145
DSS,PMS2,0.922340099,0.669484554,0.601211318,1.270695871,0.163475419,-0.494516258,0.620941628,0.999506409,0.342776162,3.335180138,0.148445752
DSS,PNMA1,0.891421243,0.651567607,0.568001668,1.219569275,0.159919229,-0.718726495,0.472309455,0.999506409,0.698177415,1.431459008,0.932843317
DSS,PNOC,0.96398402,0.684333324,0.673579781,1.357913106,0.174814234,-0.209825945,0.833803523,0.999506409,0.437465128,2.716295594,0.176833824
DSS,POLB,0.984418896,0.706060766,0.666456457,1.372517224,0.169569549,-0.092609582,0.926213731,0.999506409,0.273400465,3.891682924,0.432271801
DSS,POLD1,0.930358047,0.671969156,0.616134752,1.288103909,0.166001555,-0.434849962,0.663671337,0.999506409,0.63376552,1.714271815,0.852998813
DSS,POLD4,0.94511602,0.664651108,0.679278483,1.343929591,0.17961832,-0.314264079,0.753320478,0.999506409,0.613532568,1.806448996,0.923956947
DSS,POLE2,1.111901718,0.784451837,0.791585557,1.576037395,0.177983837,0.595963154,0.551199842,0.999506409,0.411909228,2.871222478,0.755015874
DSS,POLR1B,0.769573878,0.566679745,0.478432521,1.045112267,0.156147071,-1.677382239,0.09346776,0.999506409,0.118229259,5.867662854,0.070647971
DSS,POLR2A,0.782583335,0.572102998,0.498397729,1.070500727,0.159840372,-1.533748085,0.125091639,0.999506409,0.616342199,1.793537766,0.858731017
DSS,POLR2D,1.073994579,0.78560125,0.682655522,1.468256771,0.159539094,0.447444863,0.65455389,0.999506409,0.250437892,4.104124155,0.258087505
DSS,POLR2H,0.793528337,0.54876557,0.598695672,1.147461242,0.188175863,-1.2289888,0.219076005,0.999506409,0.403587149,2.923397766,0.5111506
DSS,POLR2J,0.963331967,0.670329674,0.714076409,1.384406083,0.185017906,-0.201911295,0.839986072,0.999506409,0.469762782,2.53073163,0.585278297
DSS,POU2AF1,1.035847632,0.758135648,0.657152394,1.415288042,0.15924426,0.221170044,0.824960033,0.999506409,0.602954345,1.855398898,0.550808357
DSS,POU2F2,0.885232277,0.630402449,0.612670425,1.243072874,0.173213207,-0.703787033,0.48156541,0.999506409,0.585359213,1.938071232,0.494644966
DSS,POU2F3,1.131826386,0.822283079,0.735612251,1.55789533,0.163014814,0.759640158,0.447469708,0.999506409,0.618620293,1.783096152,0.74097558
DSS,PPARGC1A,0.938455732,0.653931699,0.692843756,1.346775455,0.184305823,-0.344642354,0.730363261,0.999506409,0.490737211,2.415600449,0.866598724
DSS,PPARGC1B,0.939066556,0.670115671,0.645845192,1.315960863,0.172164396,-0.365167967,0.714986028,0.999506409,0.626464806,1.747321885,0.98742347
DSS,PPBP,1.049741492,0.73595711,0.7613546,1.49731171,0.181190764,0.26791617,0.788763847,0.999506409,0.576385407,1.980876139,0.763462891
DSS,PPL,0.862983713,0.62865328,0.556007507,1.184660787,0.161643755,-0.911631015,0.36196299,0.999506409,0.67980089,1.510709102,0.933171537
DSS,PPP2CB,0.991320908,0.699497451,0.70539279,1.404890242,0.177899266,-0.048999495,0.960919698,0.999506409,0.605505695,1.843542742,0.627389723
DSS,PPP2R1A,1.019097968,0.719883232,0.722796112,1.442679344,0.17734211,0.106674557,0.915047168,0.999506409,0.536051436,2.179227758,0.264478084
