Endpoint,Gene,HR,Lower CI,CI Width,Upper CI,SE,Statistic,P-value,FDR,Global ZPH P-value,Global ZPH ChiSq,Gene ZPH P-value
DSS,A2M,1.114818825,0.826466645,0.677309726,1.503776371,0.152700572,0.711797613,0.476590111,0.999506409,0.526883641,2.22580424,0.323478864
DSS,ABCB1,0.934883541,0.641615461,0.720582439,1.362197901,0.192061086,-0.350582798,0.725901363,0.999506409,0.383597151,3.052527564,0.515112529
DSS,ABCF1,0.858071214,0.639152414,0.512820406,1.151972819,0.150280389,-1.018550617,0.308416359,0.999506409,0.231246302,4.295774077,0.097833821
DSS,ABL1,1.022179831,0.732500752,0.693916358,1.42641711,0.170017587,0.129030392,0.8973336,0.999506409,0.622649887,1.764684876,0.622975514
DSS,ACOT12,0.805956961,0.568084856,0.57534753,1.143432386,0.178452024,-1.208867971,0.226713573,0.999506409,0.619344634,1.779781165,0.937118099
DSS,ACSF3,0.854120181,0.603224533,0.606144854,1.209369386,0.177443273,-0.888641006,0.374196046,0.999506409,0.11339602,5.963572388,0.02506023
DSS,ACTA2,1.203923254,0.901923473,0.705121079,1.607044551,0.147355364,1.25944246,0.207870561,0.999506409,0.616718349,1.791812028,0.525330429
DSS,ACTB,0.854394873,0.628953996,0.531688283,1.160642279,0.156296419,-1.006816487,0.31402297,0.999506409,0.663240905,1.583042487,0.606329932
DSS,ACTR3B,1.01856221,0.694924777,0.797997924,1.492922701,0.195076905,0.094280944,0.924885987,0.999506409,0.641260763,1.680576143,0.581508845
DSS,ACVR1B,0.911535978,0.630588775,0.687065252,1.317654026,0.188001984,-0.492676795,0.622240976,0.999506409,0.650079784,1.641220928,0.907444232
DSS,ACVR1C,0.818723499,0.569284037,0.608174182,1.177458219,0.185394694,-1.078827314,0.280664716,0.999506409,0.351638253,3.271434552,0.525147045
DSS,ACVR2A,0.94682619,0.7218344,0.520112277,1.241946676,0.138431008,-0.394707381,0.693058855,0.999506409,0.606498961,1.83893572,0.814305979
DSS,ACY1,0.927192901,0.639423299,0.70504863,1.344471929,0.18959275,-0.398715897,0.690102553,0.999506409,0.647163908,1.654199136,0.935675274
DSS,ADA,1.045305951,0.70563474,0.842849865,1.548484604,0.200497133,0.220998763,0.825093396,0.999506409,0.636402725,1.702389325,0.671544971
DSS,ADAM12,0.70704698,0.499586807,0.501070987,1.000657794,0.177205166,-1.956253158,0.050435339,0.999506409,0.70607977,1.397675191,0.740226372
DSS,ADGRE1,0.880731228,0.614880619,0.646644744,1.261525363,0.183332129,-0.692746963,0.488468361,0.999506409,0.483642658,2.454103932,0.815045695
DSS,ADGRE5,0.919807657,0.659262979,0.624058171,1.28332115,0.169922544,-0.491934136,0.622765905,0.999506409,0.380306079,3.074331662,0.142923348
DSS,ADH1A.B.C,0.984433753,0.679508585,0.74668357,1.426192155,0.189134464,-0.08294984,0.933891424,0.999506409,0.573936025,1.992638458,0.964881067
DSS,ADH6,0.883779724,0.621161099,0.636268901,1.25743,0.179910134,-0.686717446,0.492260801,0.999506409,0.488635026,2.426963971,0.701262792
DSS,ADM,0.983882617,0.73524722,0.581350759,1.316597979,0.148625079,-0.109326641,0.912943417,0.999506409,0.297788208,3.683028241,0.08020609
DSS,ADORA2A,1.101316974,0.768328917,0.810290669,1.578619586,0.183699331,0.525351464,0.599338888,0.999506409,0.649158184,1.645319284,0.774552577
DSS,AFDN,1.055695235,0.74135617,0.761959612,1.503315781,0.180347012,0.300529184,0.763773539,0.999506409,0.569014046,2.016379507,0.535851294
DSS,AICDA,0.967122411,0.673262152,0.715982374,1.389244525,0.184794363,-0.180904886,0.856442234,0.999506409,0.605188312,1.845015868,0.933404127
DSS,AIRE,1.039575262,0.719902879,0.78129507,1.501197948,0.187478544,0.207022237,0.835992492,0.999506409,0.540150069,2.158593854,0.816067627
DSS,AKAP1,1.0812299,0.778129954,0.72426446,1.502394414,0.167840289,0.465318486,0.641703399,0.999506409,0.074440125,6.921568167,0.069708407
DSS,AKR1C4,0.760620294,0.55124185,0.4982852,1.04952705,0.164268649,-1.665692168,0.095774743,0.999506409,0.588969944,1.92097301,0.728749695
DSS,AKT1,1.054603808,0.7686508,0.678286082,1.446936882,0.161372184,0.329456773,0.741810462,0.999506409,0.399471588,2.949534505,0.690370349
DSS,AKT2,1.086520292,0.737849169,0.862107022,1.59995619,0.197450593,0.420258029,0.674296967,0.999506409,0.389851189,3.011528061,0.149777766
DSS,AKT3,1.303501757,0.865521719,1.097591155,1.963112874,0.208920733,1.268683574,0.204553943,0.999506409,0.718856268,1.343390459,0.803240773
DSS,ALCAM,0.93553925,0.663220392,0.656452072,1.319672463,0.175521465,-0.3796241,0.704224468,0.999506409,0.524393378,2.238559298,0.588541653
DSS,ALDOA,1.009570763,0.734481149,0.653210186,1.387691335,0.162307167,0.058686588,0.953201742,0.999506409,0.527649436,2.221890858,0.322423882
DSS,ALDOC,0.900713441,0.626008905,0.669954614,1.295963518,0.185627169,-0.563323344,0.573214725,0.999506409,0.191102978,4.749292543,0.093761675
DSS,ALK,0.886096491,0.636451655,0.597211557,1.233663211,0.168838506,-0.716243174,0.473841208,0.999506409,0.613641654,1.805947019,0.973010395
DSS,ALKBH2,0.966925783,0.703128811,0.626564205,1.329693016,0.162544638,-0.206918767,0.836073299,0.999506409,0.439940725,2.701686748,0.313980386
DSS,ALKBH3,0.974064859,0.657843835,0.784447325,1.442291161,0.200264048,-0.131213704,0.895606255,0.999506409,0.445034788,2.671835537,0.474214093
DSS,AMBP,0.964738399,0.663264092,0.73997813,1.403242223,0.191168684,-0.187783388,0.851046459,0.999506409,0.639031018,1.690575898,0.650543932
DSS,AMER1,0.824916946,0.573413416,0.613318441,1.186731856,0.185552266,-1.037295708,0.299598065,0.999506409,0.640924936,1.682080931,0.964252935
DSS,AMH,1.027904028,0.737865085,0.694085975,1.43195106,0.169143969,0.162712301,0.870744962,0.999506409,0.632332075,1.720742849,0.879038913
DSS,ANGPT1,1.076283088,0.743520669,0.814452543,1.557973212,0.188713791,0.389550333,0.696869085,0.999506409,0.383108801,3.055752893,0.41372999
DSS,ANGPT2,0.925745105,0.680844576,0.577892041,1.258736618,0.156770677,-0.492160578,0.622605831,0.999506409,0.617209548,1.789559449,0.500789301
DSS,ANGPTL4,0.917189637,0.66933307,0.587495358,1.256828427,0.160733797,-0.537789988,0.590722045,0.999506409,0.537936659,2.169722654,0.294358891
DSS,ANKRD28,0.733892082,0.538724282,0.461040544,0.999764826,0.157736616,-1.96145509,0.049825959,0.999506409,0.5867872,1.931300734,0.746612627
DSS,ANLN,0.952939451,0.728786261,0.5172493,1.24603556,0.136824388,-0.352304976,0.724609557,0.999506409,0.439805158,2.702485012,0.207569923
DSS,ANP32B,0.995879975,0.728698218,0.632327375,1.361025593,0.159373879,-0.025904719,0.979333336,0.999506409,0.507698177,2.325264542,0.312195991
DSS,ANXA1,1.237950103,0.864241267,0.909014091,1.773255358,0.183350397,1.164201839,0.244342225,0.999506409,0.651900268,1.633134855,0.467689059
DSS,APC,0.876971842,0.643874232,0.550582036,1.194456268,0.157641402,-0.832778654,0.404969576,0.999506409,0.610018797,1.822648578,0.650410445
DSS,APH1B,0.872154113,0.652006717,0.514626659,1.166633375,0.14842685,-0.921592934,0.356740946,0.999506409,0.611289192,1.81678486,0.913157701
DSS,API5,1.253002892,0.85908938,0.968446013,1.827535393,0.192567465,1.171241386,0.241501764,0.999506409,0.181769883,4.867379237,0.092058769
DSS,APLNR,0.881840119,0.632983254,0.595551607,1.228534861,0.169169844,-0.743303347,0.457298046,0.999506409,0.622165867,1.766892471,0.5875483
DSS,APOA1,0.930031176,0.649988733,0.680738932,1.330727664,0.182790644,-0.396831967,0.691491376,0.999506409,0.633219639,1.716735068,0.855519012
DSS,APOA2,1.019569052,0.708294289,0.75934574,1.467640029,0.185858338,0.104273179,0.916952562,0.999506409,0.63605483,1.703955164,0.87427147
DSS,APOA4,0.88117502,0.620357402,0.631291104,1.251648506,0.17906477,-0.706442774,0.479912829,0.999506409,0.613149061,1.808214227,0.926593535
DSS,APOB,0.861288961,0.611830452,0.600627464,1.212457916,0.174480173,-0.855829162,0.392092282,0.999506409,0.570602793,2.008700767,0.796658749
DSS,APOC2,0.900793455,0.656568951,0.579293403,1.235862354,0.161354126,-0.647515434,0.517298409,0.999506409,0.602702023,1.856573202,0.53426256
DSS,APOC3,0.881047685,0.599981532,0.693799994,1.293781527,0.196030579,-0.646039661,0.518253671,0.999506409,0.629512221,1.733498278,0.841205201
DSS,APOE,1.016770626,0.724105957,0.703616735,1.427722692,0.173191499,0.09602984,0.923496873,0.999506409,0.639992185,1.686262848,0.649664069
DSS,APOL6,0.895211741,0.613211941,0.69368378,1.306895721,0.193039084,-0.57343313,0.566351464,0.999506409,0.404875502,2.915261828,0.156714766
DSS,APOM,0.91393542,0.647498986,0.642507593,1.290006579,0.175841336,-0.511798697,0.608791902,0.999506409,0.640095156,1.685801011,0.90740948
DSS,APP,1.113407011,0.751644671,0.897638855,1.649283526,0.20047117,0.535861061,0.592054578,0.999506409,0.661836168,1.589221791,0.773104222
DSS,AQP9,0.853498273,0.595607647,0.627444655,1.223052301,0.183555097,-0.863020215,0.388126353,0.999506409,0.597416459,1.881245903,0.747122973
DSS,AR,0.70714126,0.505355839,0.484142496,0.989498335,0.171415208,-2.021552434,0.04322261,0.999506409,0.655387973,1.617678687,0.756514705
DSS,AREG,0.955912036,0.636001208,0.800737918,1.436739126,0.207894347,-0.216886046,0.828297153,0.999506409,0.440980079,2.695573362,0.879530453
DSS,ARG1,0.862676578,0.605789982,0.622706526,1.228496508,0.18036377,-0.818986114,0.412794336,0.999506409,0.528691571,2.216572072,0.875569187
DSS,ARG2,1.038643242,0.75026354,0.687604256,1.437867796,0.165944903,0.228481173,0.819272191,0.999506409,0.270709669,3.915721537,0.113108671
DSS,ARID1A,1.027259568,0.751139897,0.65374117,1.404881067,0.159726408,0.168379439,0.866284783,0.999506409,0.589570762,1.918134706,0.505660224
DSS,ARID1B,0.872548536,0.636021363,0.56101539,1.197036753,0.161322418,-0.845121216,0.398043164,0.999506409,0.614076365,1.803947168,0.994314725
DSS,ARID2,1.05427561,0.734520017,0.778709082,1.513229098,0.18438703,0.286646549,0.774382969,0.999506409,0.462157495,2.573481868,0.347108951
DSS,ARMH3,0.717398604,0.50705501,0.507944836,1.014999846,0.177050254,-1.875872262,0.060672822,0.999506409,0.564736921,2.03712605,0.447396394
DSS,ARNT,1.055989311,0.741385406,0.762708707,1.504094113,0.180468998,0.30186937,0.762751646,0.999506409,0.127760518,5.689014531,0.216670049
DSS,ARNT2,1.002191926,0.705435096,0.718350965,1.423786061,0.17915127,0.012221668,0.990248763,0.999506409,0.354289663,3.252634291,0.583402543
DSS,ASCL1,1.006006582,0.724189234,0.67330357,1.397492804,0.167702654,0.035709718,0.971513822,0.999506409,0.630190879,1.730425278,0.899953144
DSS,ASL,0.885466868,0.624997714,0.629489391,1.254487106,0.177741555,-0.684365783,0.493744217,0.999506409,0.269905355,3.922948932,0.354884444
DSS,ASNS,1.529928112,1.076096222,1.099062451,2.175158672,0.179534353,2.36846454,0.017862093,0.999506409,0.291107442,3.738614881,0.240208505
DSS,ASPA,0.806440144,0.555481697,0.615296222,1.170777919,0.190204524,-1.131022527,0.25804561,0.999506409,0.499030481,2.371134833,0.943812847
DSS,ASPG,0.926250445,0.649314189,0.671987426,1.321301615,0.181242078,-0.422697772,0.672515781,0.999506409,0.646478623,1.65725408,0.636419786
DSS,ASXL1,1.556825607,1.009868197,1.390153885,2.400022082,0.220835209,2.004430734,0.04502394,0.999506409,0.078070138,6.813953878,0.18294153
DSS,ATF1,0.753696875,0.543052436,0.502995683,1.04604812,0.167240003,-1.690773794,0.090880014,0.999506409,0.56447487,2.03840071,0.580727884
DSS,ATF2,0.882902705,0.645688773,0.561575809,1.207264582,0.159644462,-0.780110187,0.435326021,0.999506409,0.28124023,3.822843293,0.256544889
DSS,ATF3,1.283784721,0.883540952,0.981797839,1.865338791,0.190631138,1.310449756,0.190043731,0.999506409,0.369734659,3.145477766,0.094968117
DSS,ATG10,0.811196149,0.587122508,0.533664353,1.120786861,0.164939962,-1.268615501,0.204578233,0.999506409,0.62363278,1.760205178,0.595213455
DSS,ATG12,0.945845851,0.69294199,0.598110343,1.291052334,0.158744407,-0.350725249,0.725794481,0.999506409,0.624240804,1.757436178,0.931617216
DSS,ATG16L1,0.929821264,0.676179358,0.602427529,1.278606887,0.162520341,-0.447715651,0.654358425,0.999506409,0.496035039,2.387129073,0.545582483
DSS,ATG5,0.875247408,0.670801052,0.471203753,1.142004805,0.135734127,-0.981688863,0.326253154,0.999506409,0.237552289,4.231244371,0.124993465
DSS,ATG7,0.889557937,0.657790326,0.545196845,1.202987172,0.15400202,-0.759929249,0.447296877,0.999506409,0.487348208,2.433938734,0.478826616
DSS,ATM,1.040410189,0.728425988,0.757590958,1.486016945,0.181883088,0.217805011,0.82758104,0.999506409,0.16577626,5.083609062,0.117780973
DSS,ATOX1,0.720794573,0.50920368,0.511104769,1.020308449,0.177302281,-1.846570168,0.064809461,0.999506409,0.377398139,3.093731783,0.422234733
DSS,ATP11C,1.220805827,0.837621244,0.941663698,1.779284943,0.192197619,1.038052165,0.29924577,0.999506409,0.691984142,1.458056497,0.780575896
DSS,ATP2A2,0.980529227,0.696009198,0.685348361,1.381357558,0.174865243,-0.112445589,0.91047011,0.999506409,0.640300787,1.684878861,0.75693877
DSS,ATP5F1D,0.906831362,0.638227502,0.650252101,1.288479603,0.179218445,-0.545695931,0.58527497,0.999506409,0.363776824,3.186346962,0.135019215
DSS,ATP5ME,0.944705467,0.691185915,0.600027346,1.291213261,0.159423523,-0.356798511,0.721242651,0.999506409,0.509703522,2.314737249,0.31912874
DSS,ATR,1.363032893,0.881012628,1.227763805,2.108776434,0.22265491,1.390996881,0.164226372,0.999506409,0.038557621,8.392612188,0.008641946
DSS,ATRX,1.21685132,0.823822885,0.973562405,1.79738529,0.199017103,0.986179751,0.324044914,0.999506409,0.560860362,2.05602471,0.368890346
DSS,AURKA,0.988627948,0.74412324,0.569349001,1.313472241,0.144957462,-0.078900446,0.937111808,0.999506409,0.51902292,2.266221076,0.471814146
DSS,AURKB,0.93633776,0.680233839,0.608629417,1.288863257,0.163033427,-0.403469482,0.686602881,0.999506409,0.599704454,1.870548294,0.41442503
DSS,AXIN1,1.030930949,0.776736048,0.59157771,1.368313758,0.144450063,0.210884143,0.832977678,0.999506409,0.574766012,1.988648878,0.784524863
DSS,AXIN2,1.059738979,0.73318562,0.798550238,1.531735858,0.187951927,0.308709961,0.757542166,0.999506409,0.404311278,2.918822218,0.171855068
DSS,AXL,0.94296191,0.692580962,0.591279282,1.283860244,0.157452253,-0.372998091,0.709149865,0.999506409,0.495203208,2.391583859,0.256887141
DSS,B2M,0.930236787,0.66319732,0.641603608,1.304800928,0.172639193,-0.418885856,0.675299554,0.999506409,0.308159535,3.598902376,0.203917138
DSS,BAD,0.830862088,0.638987489,0.441365133,1.080352622,0.133971312,-1.383068167,0.166643965,0.999506409,0.630224372,1.730273671,0.499415898
DSS,BAG1,1.076646101,0.751820982,0.789991302,1.541812285,0.183221625,0.403067853,0.686898309,0.999506409,0.369089947,3.149872874,0.415703568
DSS,BAGE,1.023486815,0.7140413,0.752996055,1.467037355,0.183692007,0.126381349,0.899430065,0.999506409,0.635699156,1.705556544,0.817947386
DSS,BAIAP3,1.233172701,0.876239604,0.859261626,1.73550123,0.174342992,1.202172095,0.229296858,0.999506409,0.656630323,1.612184101,0.778567599
DSS,BAMBI,1.042285508,0.728665829,0.762222088,1.490887917,0.182633945,0.226770033,0.820602567,0.999506409,0.510189386,2.312191381,0.304355688
DSS,BAP1,0.739611336,0.540388167,0.471893303,1.01228147,0.16012392,-1.883731372,0.059601321,0.999506409,0.098693931,6.281399232,0.090525242
DSS,BATF,0.939659634,0.663777162,0.666428634,1.330205796,0.177335516,-0.350959368,0.725618831,0.999506409,0.580149343,1.962867547,0.422964328
DSS,BATF3,1.130715923,0.794567922,0.814505969,1.609073891,0.180007286,0.682477886,0.494936821,0.999506409,0.617913699,1.786332249,0.833452887
DSS,BAX,0.80772696,0.56811583,0.580281744,1.148397574,0.179543481,-1.189300764,0.234321335,0.999506409,0.519300999,2.264783527,0.823029756
DSS,BBC3,1.047610316,0.750205979,0.712708747,1.462914727,0.170370045,0.273003867,0.784850243,0.999506409,0.554011516,2.089639941,0.35002482
DSS,BBS1,1.004463066,0.736615056,0.633090928,1.369705984,0.158239117,0.028141814,0.977549045,0.999506409,0.149849601,5.319382849,0.07283794
DSS,BCAT1,0.971309037,0.7047763,0.633862989,1.338639289,0.16365823,-0.177874311,0.858821686,0.999506409,0.603230993,1.854111748,0.502428064
DSS,BCL10,0.915344948,0.636040351,0.681260306,1.317300658,0.185737586,-0.476232595,0.63390868,0.999506409,0.218291149,4.433587846,0.299810057
DSS,BCL2,1.362558226,0.978090617,0.920061648,1.898152265,0.169144404,1.828993301,0.067400612,0.999506409,0.66114499,1.592264816,0.309844088
DSS,BCL2A1,0.839774989,0.598349305,0.5802633,1.178612605,0.172941587,-1.009712564,0.312633021,0.999506409,0.469078324,2.534556411,0.81302327
DSS,BCL2L1,1.210464269,0.866382732,0.824814116,1.691196849,0.170631959,1.119391591,0.262973117,0.999506409,0.595091011,1.892146154,0.917525506
DSS,BCL6,0.742996313,0.52650568,0.521998716,1.048504396,0.175732291,-1.690436035,0.090944566,0.999506409,0.052307709,7.713989738,0.013204453
DSS,BCL6B,0.841949899,0.612211626,0.545688032,1.157899659,0.162575688,-1.058182627,0.28997219,0.999506409,0.366971833,3.16435902,0.141405781
DSS,BCOR,0.940356151,0.684349667,0.607781731,1.292131398,0.162140577,-0.379279463,0.704480349,0.999506409,0.618001562,1.785929722,0.522958933
DSS,BDNF,0.84888567,0.59599882,0.613075523,1.209074342,0.180455268,-0.907874664,0.363944445,0.999506409,0.458040885,2.596856637,0.490093097
DSS,BID,0.988731072,0.7083469,0.671752502,1.380099402,0.170150285,-0.066605258,0.94689596,0.999506409,0.434464854,2.734091507,0.685249182
DSS,BIRC3,0.879257422,0.608924715,0.660679877,1.269604592,0.187443788,-0.686486159,0.492406589,0.999506409,0.582297932,1.952623196,0.985829748
DSS,BIRC5,0.921229445,0.683904254,0.557005836,1.24091009,0.1519881,-0.539819553,0.589321481,0.999506409,0.67342661,1.538442721,0.67889743
DSS,BIRC7,0.99363529,0.694241362,0.727902496,1.422143858,0.182937312,-0.034902948,0.97215713,0.999506409,0.512080744,2.302298365,0.640803879
DSS,BLK,1.059440882,0.744058151,0.764446235,1.508504385,0.180297898,0.320254977,0.74877505,0.999506409,0.636195426,1.703322297,0.915419988
DSS,BLM,1.332144244,0.921310924,1.004866484,1.926177408,0.188139969,1.524343069,0.127423034,0.999506409,0.111045879,6.01162774,0.082412819
DSS,BLVRA,0.688872213,0.491799914,0.473114704,0.964914618,0.171933686,-2.167693259,0.030182033,0.999506409,0.624885318,1.754502804,0.69865473
DSS,BMI1,0.752465712,0.532338119,0.531280336,1.063618455,0.176572929,-1.610665071,0.107252743,0.999506409,0.660401265,1.595541111,0.883731489
DSS,BMP2,1.194320207,0.861221647,0.795031143,1.656252791,0.16682987,1.064420653,0.287138182,0.999506409,0.401270651,2.938081449,0.397993598
DSS,BMP4,1.030035691,0.729111293,0.726048618,1.455159911,0.176290151,0.167867873,0.866687225,0.999506409,0.629905025,1.731719398,0.715374991
DSS,BMP5,1.271102733,0.882579064,0.9480809,1.830659964,0.186121645,1.288860398,0.197446624,0.999506409,0.496705837,2.38354088,0.350598368
DSS,BMP6,0.938268139,0.67643661,0.62501143,1.30144804,0.166940328,-0.381690327,0.702691076,0.999506409,0.511005658,2.307918356,0.806187243
DSS,BMP7,1.540258961,1.098468113,1.061264736,2.159732849,0.172469483,2.504504289,0.012262312,0.999506409,0.500308337,2.364334151,0.399816493
DSS,BMP8A,0.972934983,0.717524256,0.601737737,1.319261994,0.155365357,-0.176603208,0.859820074,0.999506409,0.041889346,8.208723212,0.010682248
DSS,BMPR1B,0.853535155,0.608415619,0.588993254,1.197408873,0.172721795,-0.916899619,0.359195244,0.999506409,0.421654752,2.811229036,0.404798388
DSS,BNIP3,0.782472244,0.577658297,0.482246523,1.05990482,0.154837508,-1.584220973,0.113143442,0.999506409,0.672447121,1.542716187,0.719452739
DSS,BNIP3L,1.066988074,0.768066135,0.71418064,1.482246774,0.167716976,0.38660246,0.699050536,0.999506409,0.589061871,1.920538613,0.54793035
DSS,BRAF,0.9436039,0.644347049,0.737498842,1.38184589,0.19463062,-0.298251108,0.765511517,0.999506409,0.283595501,3.802499761,0.50069001
DSS,BRCA1,1.344796969,0.956796792,0.933342163,1.890138955,0.173680384,1.705679373,0.088067792,0.999506409,0.472745954,2.514112957,0.437904515
DSS,BRCA2,1.126402733,0.770525836,0.876119944,1.64664578,0.193733777,0.614395354,0.538954105,0.999506409,0.007311364,12.02106038,0.001258015
DSS,BRD2,0.874127592,0.643509575,0.543883864,1.187393439,0.156272997,-0.860858437,0.389316015,0.999506409,0.50338425,2.348018766,0.395873859
DSS,BRD3,1.019741971,0.750960132,0.633765425,1.384725557,0.156101001,0.125237029,0.900335903,0.999506409,0.503660969,2.346554732,0.377949073
DSS,BRD4,1.216113129,0.858729376,0.863502543,1.722231919,0.17753452,1.102094471,0.270420603,0.999506409,0.49660609,2.384074201,0.324166936
DSS,BRD7,1.074987856,0.80189679,0.639185037,1.441081827,0.149535776,0.483558965,0.628698903,0.999506409,0.619543672,1.778870675,0.968175947
DSS,BRIP1,1.205940805,0.887813413,0.750248375,1.638061788,0.156254755,1.198427615,0.230750587,0.999506409,0.431409073,2.752320486,0.298770446
DSS,BST1,0.887775795,0.615008055,0.66651315,1.281521205,0.187291127,-0.63556695,0.525058717,0.999506409,0.418720022,2.829172931,0.770664332
DSS,BST2,1.062096443,0.782820706,0.658184679,1.441005385,0.15566425,0.387017129,0.698743527,0.999506409,0.610368126,1.821035419,0.532389574
DSS,BTK,0.922760273,0.646849298,0.669510672,1.31635997,0.18125646,-0.443492078,0.657409848,0.999506409,0.635049916,1.708481035,0.660762588
DSS,BTLA,0.835806684,0.585614847,0.607272963,1.19288781,0.1815008,-0.988193618,0.323057833,0.999506409,0.653880596,1.624353166,0.658430683
DSS,C1orf43,0.972804062,0.705033901,0.637238779,1.342272679,0.164256487,-0.167863033,0.866691033,0.999506409,0.559157272,2.064356507,0.320635213
DSS,C1QA,0.937236598,0.680342057,0.610791472,1.291133529,0.163441809,-0.396590827,0.691669218,0.999506409,0.356651731,3.235988134,0.203063397
DSS,C1QB,0.953670269,0.695684935,0.611641033,1.307325968,0.160932091,-0.294765931,0.768172694,0.999506409,0.444991544,2.672087774,0.289869689
DSS,C1QBP,0.749357172,0.506275967,0.602874393,1.10915036,0.200071955,-1.442178865,0.149251921,0.999506409,0.636812071,1.700547544,0.541041974
DSS,C1R,1.007499901,0.747469973,0.610519092,1.357989065,0.152315585,0.049055495,0.960875071,0.999506409,0.628279358,1.739085865,0.886021737
DSS,C1S,0.992022095,0.734168799,0.60626931,1.340438109,0.153577519,-0.052155413,0.95840486,0.999506409,0.638945176,1.690961283,0.994727091
DSS,C2,0.919165165,0.652767935,0.641512243,1.294280179,0.174617568,-0.482708879,0.629302458,0.999506409,0.630174327,1.730500202,0.983084337
DSS,C3,1.073849511,0.756868514,0.766715505,1.523584019,0.178480627,0.399202243,0.689744191,0.999506409,0.474739164,2.503055362,0.632601606
DSS,C3AR1,0.966908471,0.690736908,0.662762492,1.3534994,0.171607657,-0.196095218,0.844535639,0.999506409,0.631261185,1.72558292,0.80949061
DSS,C4B,0.993413208,0.738626091,0.597462376,1.336088468,0.151204243,-0.043706314,0.965138506,0.999506409,0.628175434,1.739557177,0.952205339
DSS,C4BPA,0.90586148,0.631998883,0.666397431,1.298396314,0.183676219,-0.538278047,0.590385105,0.999506409,0.584928761,1.940114305,0.868865953
DSS,C5,1.119541713,0.779095393,0.829659655,1.608755048,0.1849734,0.610463001,0.541555146,0.999506409,0.546975401,2.124483929,0.950504366
DSS,C5AR1,0.892452295,0.646667071,0.584988499,1.23165557,0.164360915,-0.692270528,0.488767455,0.999506409,0.490722601,2.415679293,0.251010064
DSS,C6,0.973154079,0.687639663,0.689577089,1.377216751,0.177185639,-0.153583861,0.877937863,0.999506409,0.635288007,1.707408352,0.854636455
DSS,C7,0.786588352,0.567681734,0.522226921,1.089908655,0.166403118,-1.442582509,0.149138113,0.999506409,0.685399104,1.486458957,0.90849565
DSS,C8A,0.935044659,0.659481394,0.666270208,1.325751602,0.178136198,-0.377020437,0.706158417,0.999506409,0.620471712,1.774627805,0.901324436
DSS,C8B,0.915371034,0.638255998,0.674546598,1.312802595,0.183977887,-0.480632731,0.630777548,0.999506409,0.600598842,1.866373789,0.950366632
DSS,C8G,1.050762939,0.745350271,0.735970386,1.481320658,0.175216239,0.282602282,0.777481731,0.999506409,0.588634051,1.922560632,0.614932358
DSS,C9,0.905169998,0.616626808,0.71210674,1.328733548,0.195849914,-0.508718677,0.610949429,0.999506409,0.532479523,2.197304361,0.694705995
DSS,CACNA1C,0.992386558,0.712672146,0.669213039,1.381885186,0.168927194,-0.04524181,0.963914569,0.999506409,0.584832566,1.94057102,0.450263375
DSS,CACNA1D,0.925610567,0.642858988,0.689867065,1.332726053,0.185987191,-0.415629091,0.677681436,0.999506409,0.088767392,6.52280665,0.058193421
DSS,CACNA1E,0.929208233,0.65193773,0.67246474,1.32440247,0.180811389,-0.406071866,0.684689797,0.999506409,0.586353074,1.933357878,0.883444434
DSS,CACNA1G,0.889807602,0.640056396,0.596955801,1.237012197,0.168089298,-0.69457139,0.487323947,0.999506409,0.632075664,1.721901295,0.775482105
DSS,CACNA1H,0.981173057,0.717549501,0.624100888,1.34165039,0.159649319,-0.119051093,0.905234877,0.999506409,0.54061577,2.15625659,0.811318226
DSS,CACNA2D1,1.204288249,0.866705278,0.806655002,1.67336028,0.167832176,1.107586948,0.268040243,0.999506409,0.500685278,2.36233064,0.38646178
DSS,CACNA2D2,0.747753016,0.545155526,0.480486782,1.025642309,0.161228273,-1.802925405,0.071399931,0.999506409,0.641756412,1.678356056,0.888182146
DSS,CACNA2D3,1.157184153,0.834249672,0.77087552,1.605125192,0.166948045,0.874461276,0.3818671,0.999506409,0.210069512,4.5250186,0.106876081
DSS,CACNA2D4,0.957425486,0.666867512,0.707713714,1.374581226,0.184522015,-0.235784234,0.813600102,0.999506409,0.622050809,1.767417403,0.976962729
DSS,CACNB3,1.34805542,0.728535566,1.765856608,2.494392174,0.313976156,0.951228679,0.341488303,0.999506409,0.234925453,4.257931639,0.097636611
DSS,CACNB4,0.562075642,0.266837159,0.917139721,1.183976881,0.38010793,-1.515671729,0.12960238,0.999506409,0.514121651,2.291654069,0.17817767
DSS,CACNG1,0.925610925,0.645115322,0.68295046,1.328065781,0.184199754,-0.419660171,0.674733725,0.999506409,0.638076392,1.694863359,0.878812584
DSS,CACNG4,0.917231072,0.667441783,0.59306192,1.260503703,0.162200561,-0.532648293,0.594277065,0.999506409,0.476257641,2.494655982,0.229948449
DSS,CACNG6,1.025605298,0.700902259,0.799829425,1.500731684,0.194222857,0.130175063,0.896427923,0.999506409,0.62504697,1.753767366,0.947904564
DSS,CALML3,1.24558826,0.883517544,0.872520155,1.756037698,0.175233856,1.253227665,0.210122864,0.999506409,0.594215197,1.896258689,0.451538992
DSS,CALML5,0.8922287,0.631370998,0.629491563,1.260862561,0.176446532,-0.646273903,0.518101986,0.999506409,0.620217521,1.775789542,0.565366942
DSS,CALML6,0.971798264,0.691580132,0.673976542,1.365556674,0.173558908,-0.164826133,0.869080834,0.999506409,0.578782787,1.969396612,0.820106964
